key,title,doi,status,matched_file,abstract_preview
HZJ69FF5,Performance Prediction and Parameter Synthesis of OTFT Amplifiers Using Neural Networks,10.1109/IWASI66786.2025.11121971,updated,IWASI2025_Performance_Prediction_and_Parameter_Synthesis.md,This paper presents a Neural Network (NN) approach to predict performance as well as design paramete...
R8S3K5EN,Self-Powered Meat Freshness Monitoring With GAN-Optimized 3-D Antenna and Ensemble Learning,10.1109/TIM.2025.3556162,updated,IEEENone_Self_Powered_Meat_Freshness_Monitoring_With.md,"Automated meat monitoring is crucial for ensuring safety, maintaining quality, reducing economic los..."
I6GHPIUA,Vector Decomposition Based Time-Delay Neural Network Behavioral Model for Digital Predistortion of RF Power Amplifiers,10.1109/ACCESS.2019.2927875,updated,IEEENone_Vector_Decomposition_Based_Time_Delay_Neural.md,This paper presents two novel neural network models for radio-frequency (RF) power amplifiers (PAs):...
3BVWXUS6,Automatic Design of Structural Parameters for GaN HEMT Using Genetic Algorithm and Artificial Neural Networks,10.1109/ISEDA62518.2024.10617532,updated,ISEDA2024_Automatic_Design_of_Structural_Parameters.md,"In this paper, an automatic optimization technique of structural parameters for gallium nitride high..."
UKDSG82S,A Novel Design Methodology for a Multioctave GaN-HEMT Power Amplifier Using Clustering Guided Bayesian Optimization,10.1109/ACCESS.2022.3175870,updated,IEEENone_Novel_Design_Methodology_for_a.md,The increasing demand of high-performance power amplifiers (PAs) for modern wireless systems has led...
QBZAN2NX,Optimized Machine Learning-Augmented Hybrid Empirical Models for AlGaN/GaN HEMTs: A Comprehensive Analysis,10.1109/ACCESS.2025.3594339,updated,IEEENone_Optimized_Machine_Learning_Augmented_Hybrid.md,Precise modeling of gallium nitride (GaN) high-electron mobility transistors (HEMTs) is vital for en...
2S27QXTN,Combining Intelligence With Rules for Device Modeling: Approximating the Behavior of AlGaN/GaN HEMTs Using a Hybrid Neural Network and Fuzzy Logic Inference System,10.1109/JEDS.2024.3461169,updated,IEEENone_Combining_Intelligence_With_Rules_for.md,This paper uses the Adaptive Neuro-Fuzzy Inference System (ANFIS) to investigate and propose a new a...
47MKISSN,A Generic and Efficient Globalized Kernel Mapping-Based Small-Signal Behavioral Modeling for GaN HEMT,10.1109/ACCESS.2020.3033788,updated,IEEENone_Generic_and_Efficient_Globalized_Kernel.md,The work reported in this article explores a novel Particle Swarm Optimization (PSO) tuned Support V...
URTS7MNF,Behavioral Modeling of GaN Doherty Power Amplifiers Using Memoryless Polar Domain Functions and Deep Neural Networks,10.1109/ACCESS.2020.3036186,updated,IEEENone_Behavioral_Modeling_of_GaN_Doherty.md,"In this paper, novel Doherty Power Amplifier (DPA) models are presented. The motivation behind the p..."
535B4XPS,A Broadband Asymmetric Doherty Power Amplifier Design Based on Multiobjective Bayesian Optimization: Theoretical and Experimental Validation,10.1109/ACCESS.2022.3201348,updated,IEEENone_Broadband_Asymmetric_Doherty_Power_Amplifier.md,"In this paper, a new multi-objective Bayesian optimization (BO) algorithm is applied to design a bro..."
FVVKMEAX,AMS Circuit Design Optimization Technique Based on ANN Regression Model With VAE Structure,10.1109/ACCESS.2023.3285113,updated,IEEENone_AMS_Circuit_Design_Optimization_Technique.md,The advanced design of an analog mixed-signal circuit is not simple enough to meet the requirements ...
97DV569D,Accurate Modeling of GaN HEMTs Oriented to Analysis of Kink Effects in S<sub>22</sub> and h<sub>21</sub> : An Effective Machine Learning Approach,10.1109/JEDS.2024.3364809,updated,IEEENone_Accurate_Modeling_of_GaN_HEMTs.md,"In this work, for the first time, a machine learning behavioral modeling methodology based on gate r..."
2J3N6I9U,A Neural Network TensorFlow Framework for PA Distortion Analysis and Mitigation,10.1109/IEMCON67450.2025.11381225,updated,IEEE2025_Neural_Network_TensorFlow_Framework_for.md,We propose a user-friendly neural network framework on the open-source TensorFlow platform to analyz...
XAG976VR,Zero-Sample Diagnosis of RF Circuit Composite Faults Based on Conditional Generative Adversarial Networks with Multi-Branch Collaborative Reasoning,10.1109/ICEMI66537.2025.11306799,updated,IEEE2025_Zero_Sample_Diagnosis_of_RF_Circuit.md,"RF circuits are the core of wireless communications, radar, satellite communications, etc., responsi..."
79PQFGEF,Fully Automated Inside Body WDT Transmitter Design and Optimization Through Artificial Intelligence-Based GANs and DNNs,10.1109/LAWP.2024.3523379,updated,IEEE2025_Fully_Automated_Inside_Body_WDT.md,Biomedical inside body wireless data transfer interface includes the design of power amplifiers (PAs...
74TNXJK3,Investigation Over the Complexity of Transfer Learning Neural Network RF Transistor Models,10.1109/NEMO62710.2025.11215266,updated,IEEE2025_Investigation_Over_the_Complexity_of.md,This paper investigates the artificial neural network (ANN) structure complexity investigation proce...
HQWW2HDU,Efficient Pattern Synthesis Method for Series-Fed Arrays Using Generative Adversarial Networks,10.1109/IMWS-AMP66175.2025.11136363,updated,IEEE2025_Efficient_Pattern_Synthesis_Method_for.md,"In this paper, a physics-informed generative adversarial network (GAN) framework is proposed for com..."
V2HS7MRP,Combinational of GAN and LSTM-Based DNN for Automatic Optimization of Active and Passive Devices,10.1109/AP-S/CNC-USNC-URSI55537.2025.11266320,updated,IEEE2025_Combinational_of_GAN_and_LSTM_Based.md,Future high-data-rate communication systems include concurrent utilization of active and passive dev...
ZUM9HMD6,DiffCkt: A Diffusion Model-Based Hybrid Neural Network Framework for Automatic Transistor-Level Generation of Analog Circuits,10.1109/ICCAD66269.2025.11240784,updated,IEEE2025_DiffCkt_A_Diffusion_Model_Based_Hybrid.md,"Analog circuit design consists of the pre-layout and layout phases. Among them, the pre-layout phase..."
QH23FZNI,Res-GAN for Behavioral Modeling and Pre-Distortion of Power Amplifiers in OFDM-Based Satellite Communication System,10.1109/TVT.2023.3315016,updated,IEEE2024_Res_GAN_for_Behavioral_Modeling_and.md,"In satellite communications, the power amplifier (PA) plays a vital role in enhancing the transmissi..."
3KUKKWME,AI-Driven Modeling of GaN HEMT and SBD for Wireless Power Transfer Systems,10.1109/IMWS-AMP66175.2025.11136427,updated,IEEE2025_AI_Driven_Modeling_of_GaN_HEMT.md,This paper proposes a hybrid artificial intelligence (AI)-driven modeling framework to address the n...
M5X433DI,Modeling of GaN HEMTs Based on BP Neural Networks,10.1109/MAPE62875.2024.10813862,updated,IEEE2024_Modeling_of_GaN_HEMTs_Based.md,Gallium nitride (GaN) high electron-mobility tran-sistors (HEMTs) serve as an important link in Radi...
F4DQQVIZ,A Novel Transfer Learning Approach for Efficient RF Device Behavior Model Parameter Extraction,10.1109/IMS40175.2024.10600238,updated,IEEE2024_Novel_Transfer_Learning_Approach_for.md,This study introduces a novel mixture of artificial neural network(ANN) and polynomial modeling appr...
QGCFHJ6F,Enhancing RF Energy Harvesting and Wireless Power Transfer with GAN-Optimized 3D Quasi-Yagi Antenna,10.1109/WPTCE59894.2024.10557384,updated,IEEE2024_Enhancing_RF_Energy_Harvesting_and.md,Radio Frequency Energy Harvesting (RFEH) and Wireless Power Transfer (WPT) are increasingly popular ...
HADXJIX7,Accurate Modeling of GaN HEMTs and MMICs for Cryogenic Electronics Applications Utilizing Artificial Neural Network,10.1109/JESTPE.2024.3455999,updated,IEEE2024_Accurate_Modeling_of_GaN_HEMTs.md,The prosperity of quantum computing has boosted the development of cryogenic electronics. The wide b...
MZGEE9QS,Behavioral Modeling of Millimeter Wave GaN Power Amplifiers for 6G Integrated Sensing and Communications Application,10.1109/IMS40175.2024.10600393,updated,IEEE2024_Behavioral_Modeling_of_Millimeter_Wave.md,The increasing demand for sensing capability has emphasized the importance of integrated sensing and...
HZTBRKTT,An Efficient Meta-Reinforcement Learning Approach for Circuit Linearity Calibration via Style Injection,10.1109/MWSCAS57524.2023.10406135,updated,IEEE2023_Efficient_Meta_Reinforcement_Learning_Approach_for.md,Circuit linearity calibration can represent a set of high-dimensional search problems if the observa...
DQSXVK3R,GA Assisted ANN based GaN HEMT Model Development and Demonstration of its CAD Incorporation for Class-F Power Amplifier,10.1109/EDTM55494.2023.10102998,updated,IEEE2023_GA_Assisted_ANN_based_GaN.md,Gallium nitride (GaN) high electron mobility transistors (HEMTs) are quintessential prospect for the...
B2HAKM6G,Phase-Normalized Neural Network for Linearization of RF Power Amplifiers,10.1109/LMWT.2023.3290980,updated,IEEE2023_Phase_Normalized_Neural_Network_for_Linearization.md,This letter proposes a methodology for phase-normalization of the complex-valued I/Q inputs of a rea...
SXJSRIAU,Multiobjective Bayesian Optimization for a 1.7-3.7GHz GaN Power Amplifier Design,10.1109/IWS55252.2022.9977507,updated,IEEE2022_Multiobjective_Bayesian_Optimization_for_a.md,This work designs a broadband power amplifier (PA) using multiobjective Bayesian optimization (MOBO)...
P9HIITPM,Neural Network based GaN HEMT Modelling for Millimeter Wave Power Amplifiers,10.1109/IMS37962.2022.9865646,updated,IEEE2022_Neural_Network_based_GaN_HEMT.md,"In this paper, a millimeter wave GaN HEMT model is proposed which applies an artificial neural netwo..."
F4XWQ6IU,Decision Tree Based Small-Signal Modelling of GaN HEMT and CAD Implementation,10.1109/ICCE53296.2022.9730309,updated,IEEE2022_Decision_Tree_Based_Small_Signal_Modelling.md,This paper explores the use of Decision Tree algorithm in the development of small signal model of G...
64MGFVC2,GaN Distributed RF Power Amplifer Automation Design with Deep Reinforcement Learning,10.1109/AICAS54282.2022.9869961,updated,IEEE2022_GaN_Distributed_RF_Power_Amplifer.md,Radio frequency (RF) circuit design demands rich experience of practical know-how and extensive simu...
NH9DQSUG,Small-Signal Behavioral Model for GaN HEMTs based on Long-Short Term Memory Networks,10.1109/IWS52775.2021.9499540,updated,IEEE2021_Small_Signal_Behavioral_Model_for_GaN.md,"In this paper, a modified recurrent neural network (RNN) technique, long-short term memory (LSTM) al..."
Z6A4M2BV,A new and Reliable Decision Tree Based Small-Signal Behavioral Modeling of GaN HEMT,10.1109/MWSCAS.2019.8885334,updated,IEEE2019_new_and_Reliable_Decision_Tree.md,"The paper, for the first time, explores multivariable small signal modeling technique of GaN HEMT ba..."
7MEX9PRH,Piecewise Small Signal Behavioral Model for GaN HEMTs based on Support Vector Regression,10.1109/NEMO49486.2020.9343555,updated,IEEE2020_Piecewise_Small_Signal_Behavioral_Model.md,"In this paper, a machine learning (ML) technique based, piecewise small-signal behavioral modeling m..."
8443DC3Z,A Novel Antenna Pattern Design Using Generative Adversarial Network,10.1109/ICCE.2019.8662012,updated,IEEE2019_Novel_Antenna_Pattern_Design_Using.md,"In this paper, we propose a novel method of commercial product antenna pattern design using the deep..."
KXNBQP4E,RF Metasurface Array Design Using Deep Convolutional Generative Adversarial Networks,10.1109/PAST43306.2019.9020794,updated,IEEE2019_RF_Metasurface_Array_Design_Using.md,"In recent years, metasurface (MTS) arrays have shown promising abilities to control and manipulate e..."
CDM9UWJK,Joint Multi-Layer GAN-Based Design of Tensorial RF Metasurfaces,10.1109/MLSP.2019.8918860,updated,IEEE2019_Joint_Multi_Layer_GAN_Based_Design_of.md,We present a deep learning approach to design tensorial metasurfaces for radio-frequency (RF) applic...
PR8G2W5U,Revisiting sensitivity-based analog sizing with derivative-aware Bayesian optimization and error-suppressed adjoint analysis,10.1145/3676536.3676736,updated,ACM2024_Revisiting_Sensitivity_Based_Analog_Sizing_with.md,Current state-of-the-art (SOTA) analog circuit sizing methods predominantly rely on derivative-free ...
NQQ8GZJM,Exploring Support Vector Regression for Modeling of GaN HEMT,10.1109/IMaRC.2018.8877341,updated,IEEE2018_Exploring_Support_Vector_Regression_for.md,"This paper, for the first time, presents a support vector regression (SVR) based small signal modell..."
83Z726I5,Asynchronous Batch Constrained Multi-Objective Bayesian Optimization for Analog Circuit Sizing,10.1109/ASP-DAC58780.2024.10473892,updated,ASP2024_Asynchronous_Batch_Constrained_Multi_Objective.md,"For analog circuit sizing, constrained multi-objective optimization is an important and practical pr..."
NVMTGFF2,Machine-Learning Based Digital Doherty Power Amplifier,10.1109/RFIT.2018.8524126,updated,IEEE2018_Machine_Learning_Based_Digital_Doherty_Power.md,"This paper reports a new architecture of power amplifiers (PA), for which machine learning is applie..."
X4E3HQFT,RX Equalization for a High-Speed Channel based on Bayesian Active Learning using Dropout,10.1109/EPEPS48591.2020.9231471,not_found,,
EWPZWVJ4,An artificial neural network based nonlinear behavioral model for RF power transistors,10.1109/APMC.2017.8251517,updated,IEEE2017_artificial_neural_network_based_nonlinear.md,"In this paper, a frequency domain, nonlinear, behavioral model for RF power transistors, based on an..."
DEGRT5SR,A hybrid modeling approach for drain-source capacitance of source field plated GaN FET devices for multi-bias application,10.1109/MWSYM.2017.8058995,updated,IEEE2017_hybrid_modeling_approach_for_drain_source.md,The nonlinear drain-source capacitance (Cds) of source field plated power RF GaN device has been mod...
D46B4QDI,Reversible Gating Architecture for Rare Failure Detection of Analog and Mixed-Signal Circuits,10.1109/DAC18074.2021.9586153,updated,ACM2021_Reversible_Gating_Architecture_for_Rare.md,Due to the growing complexity and numerous manufacturing variation in safety-critical analog and mix...
4GHS2HSF,Bayesian Framework for Optimization of Electromagnetics Problems,10.1109/CEMI.2018.8610600,updated,20182018_Bayesian_Framework_for_Optimization_of.md,Increasing application scope of internet-of-things devices have resulted in strict design requiremen...
